product_name,product_Short description,product_Description,Product_Tax status,In_stock?,product_Stock,product_Weight (g),product_Length (cm),product_Width (cm),product_Height (cm),"product_Sale price,price,rate,value,Rupees,rs,₹",product_Regular price ,product_Category,product_variants,product_colors,product_Attribute 1 name,product_color,Attribute 1 visible,product_Attribute 1 global,product_Attribute 1 default,product_link,product_discount
Sweet Pastel Charms Backpack,"Carry your essentials with sweetness and charm in our Sweet Pastel Charms Backpack. Featuring a delightful array of cute embellishments on soft pastel backgrounds, this backpack offers a whimsical and adorable look. With ample storage space and comfortable straps, it's perfect for school, creative pursuits, or adding a touch of joy to your day","1)Adorable Embellishments: Features a variety of cute and playful decorative elements (e.g., small tags, embroidered details, subtle patterns).
\n2)Lovely Pastel Colors: Available in a range of soft and appealing pastel shades (lavender, white, light blue, light pink).
\n3)Spacious Main Compartment: Offers plenty of room for books, notebooks, and other items.
\n4)Multiple Pockets for Organization: Includes front zippered pockets and side pockets for keeping belongings tidy. ??
\n5)Comfortable to Carry: Designed with padded shoulder straps and a cushioned back panel.
\n6)Durable Material: Made from sturdy materials to withstand daily use.
\n7)Charming and Unique Style: The combination of pastel colors and cute details creates a distinctive look.",taxable,1,100,850,16,32,46,1720,2620,School Bags,"Blue School Bags, Pink School Bags, Purple School Bags, School Bags, White School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""White"":{""name"":""White"",""color"":""#FFFFFF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Pink, Purple, White",1,1,Pink,https://grabaggs.com/product/sweet-pastel-charms-backpack/,34%
Unicorn Backpack - Turquoise,,Turquoise,taxable,1,,,,,,1770,2670,,,,color,Turquoise,,1,,https://grabaggs.com/product/unicorn-backpack/,
Unicorn Backpack - Purple,,Purple,taxable,1,,,,,,1770,2670,,,,color,Purple,,1,,https://grabaggs.com/product/unicorn-backpack/,
Unicorn Backpack - Pink,,Pink,taxable,1,,,,,,1770,2670,,,,color,Pink,,1,,https://grabaggs.com/product/whimsical-wonder-backpack/,
Checkered Charm Backpack - Blue,,Blue,taxable,1,,,,,,1830,2730,,,,color,Blue,,1,,https://grabaggs.com/product/checkered-charm-backpack/,
Checkered Charm Backpack - Pink,,Pink,taxable,1,,,,,,1830,2730,,,,color,Pink,,1,,https://grabaggs.com/product/checkered-charm-backpack/,
Tentacle Traveler Backpack,"Dive into learning and adventure with our Tentacle Traveler Backpack! Featuring a playful octopus design amidst other charming sea life, this backpack sparks curiosity about the ocean. With ample storage, including a roomy main compartment and handy side pockets, it's perfect for carrying books, art supplies, and treasures for school, travel, and seaside escapades","1)Fun Octopus Design: Features a cute and engaging octopus graphic.
\n2)Charming Sea Life Accents: Adorned with illustrations of fish, starfish, and seaweed.
\n3)Variety of Soft Colors: Available in soothing ocean-inspired hues (light blue, off-white with blue, off-white with teal).
\n4)Spacious Main Compartment: Offers plenty of room for books and larger items. ??
\n5)Front Zippered Pocket: Provides additional storage for smaller essentials. ??
\n6)Convenient Side Pockets: Includes mesh or fabric side pockets for water bottles or quick-access items.
\n7)Comfortable to Carry: Designed with padded shoulder straps and a back panel for comfortable wear.",taxable,1,100,850,20,34,46,1770,2670,School Bags,"Blue School Bags, Grey School Bags, School Bags, White School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Grey"":{""name"":""Grey"",""color"":""#808080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""White"":{""name"":""White"",""color"":""#FFFFFF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Grey, White",1,1,White,https://grabaggs.com/product/tentacle-traveler-backpack/,33%
Checkered Charm Backpack - Cream,,Cream,taxable,1,,,,,,1830,2730,,,,color,Cream,,1,,https://grabaggs.com/product/checkered-charm-backpack/,
Checkered Charm Backpack - Purple,,Purple,taxable,1,,,,,,1830,2730,,,,color,Purple,,1,,https://grabaggs.com/product/checkered-charm-backpack/,
Rainbow Unicorn Magic Backpack,"Sparkle and shine with our Rainbow Unicorn Magic Backpack! This enchanting pink and purple backpack features a beautiful unicorn leaping over a vibrant rainbow, surrounded by stars and magical details. Complete with a detachable matching pencil case, multiple compartments, and comfortable padded straps, it's perfect for school, playdates, and adding a touch of fantasy to every day.","1)Enchanting Unicorn &amp; Rainbow Design: Features a glittery unicorn, colorful rainbow, and star accents.
\n2)Detachable Pencil Case: Includes a matching cylindrical pencil case for organized stationery.
\n3)Multiple Compartments: Offers a spacious main compartment and additional zippered pockets for organization. ??
\n4)Comfortable to Carry: Designed with padded shoulder straps and a cushioned back panel.
\n5)Durable Material: Made from sturdy materials to withstand daily use. ??
\n6)Side Mesh Pockets: Perfect for holding water bottles or small items. ??
\n7)Vibrant Colors: Features lovely shades of pink and purple.",taxable,1,100,850,18,29,42,1899,2899,School Bags,"Peach School Bags, Pink School Bags, Purple School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Peach"":{""name"":""Peach"",""color"":""#ffe5b4"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Peach, Pink, Purple",1,1,Peach,https://grabaggs.com/product/rainbow-unicorn-magic-backpack/,34%
Duo Tone Backpack - Blue,,Blue,taxable,1,,,,,,1190,1799,,,,color,Blue,,1,,https://grabaggs.com/product/duo-tone-backpack/,
Duo Tone Backpack - Pink,,Pink,taxable,1,,,,,,1190,1799,,,,color,Pink,,1,,https://grabaggs.com/product/duo-tone-backpack/,
Duo Tone Backpack - Brown,,Brown,taxable,1,,,,,,1190,1799,,,,color,Brown,,1,,https://grabaggs.com/product/duo-tone-backpack/,
GeoStride Backpack,"Step out in style with the GeoStride Backpack. Featuring a modern geometric pattern in contrasting shades, this backpack offers a sleek and contemporary look. With ample storage space and comfortable carrying features, it's perfect for students, commuters, and anyone who appreciates a touch of visual interest in their everyday carry.","1)Modern Geometric Pattern: Features a stylish repeating geometric design.
\n2)Contrasting Color Options: Available in sophisticated color combinations (white/grey, black/dark grey, white/black).
\n3)Spacious Main Compartment: Offers plenty of room for books, devices, and other essentials.
\n4)Front Zippered Pocket: Provides additional storage for smaller items.
\n5)Side Pockets: Ideal for water bottles or quick-access items. ??
\n6)Comfortable to Carry: Designed with padded shoulder straps and a back panel.
\n7)Durable Material: Made from sturdy materials to withstand daily use.",taxable,1,100,850,20,34,46,1790,2690,School Bags,"Black School Bags, Grey School Bags, School Bags, White School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Grey"":{""name"":""Grey"",""color"":""#808080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""White"":{""name"":""White"",""color"":""#FFFFFF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Grey, White",1,1,White,https://grabaggs.com/product/geostride-backpack/,33%
Tie-Dye Dreams Pack - Blue,,Blue,taxable,1,,,,,,1770,2699,,,,color,Blue,,1,,https://grabaggs.com/product/tie-dye-dreams-pack/,
Tie-Dye Dreams Pack - Pink,,Pink,taxable,1,,,,,,1770,2699,,,,color,Pink,,1,,https://grabaggs.com/product/tie-dye-dreams-pack/,
Tie-Dye Dreams Pack - Purple,,Purple,taxable,1,,,,,,1770,2699,,,,color,Purple,,1,,https://grabaggs.com/product/tie-dye-dreams-pack/,
Simply Chic Backpack - Black,,Black,taxable,1,,,,,,1770,2699,,,,color,Black,,1,,https://grabaggs.com/product/simply-chic-backpack/,
Simply Chic Backpack - Blue,,Blue,taxable,1,,,,,,1770,2699,,,,color,Blue,,1,,https://grabaggs.com/product/simply-chic-backpack/,
Simply Chic Backpack - Pink,,Pink,taxable,1,,,,,,1770,2699,,,,color,Pink,,1,,https://grabaggs.com/product/simply-chic-backpack/,
Magic Unicorn Backpack - Purple,,Purple,taxable,1,,,,,,1899,2799,,,,color,Purple,,1,,https://grabaggs.com/product/magic-unicorn-backpack/,
Magic Unicorn Backpack - Navy Blue,,Navy Blue,taxable,1,,,,,,1899,2799,,,,color,Navy Blue,,1,,https://grabaggs.com/product/magic-unicorn-backpack/,
Duo-Style Plaid Backpack - Blue,,Blue,taxable,1,,,,,,1799,2699,,,,color,Blue,,1,,https://grabaggs.com/product/duo-style-plaid-backpack/,
Duo-Style Plaid Backpack - Purple,,Purple,taxable,1,,,,,,1799,2699,,,,color,Purple,,1,,https://grabaggs.com/product/duo-style-plaid-backpack/,
Duo-Style Plaid Backpack - Pink,,Pink,taxable,1,,,,,,1799,2699,,,,color,Pink,,1,,https://grabaggs.com/product/duo-style-plaid-backpack/,
Duo-Style Plaid Backpack - Grey,,Grey,taxable,1,,,,,,1799,2699,,,,color,Grey,,1,,https://grabaggs.com/product/duo-style-plaid-backpack/,
Sweet Pastel Charms Backpack - Blue,,Blue,taxable,1,,,,,,1720,2620,,,,color,Blue,,1,,https://grabaggs.com/product/sweet-pastel-charms-backpack/,
Sweet Pastel Charms Backpack - Purple,,Purple,taxable,1,,,,,,1720,2620,,,,color,Purple,,1,,https://grabaggs.com/product/sweet-pastel-charms-backpack/,
Sweet Pastel Charms Backpack - Pink,,Pink,taxable,1,,,,,,1720,2620,,,,color,Pink,,1,,https://grabaggs.com/product/sweet-pastel-charms-backpack/,
Sweet Pastel Charms Backpack - White,,White,taxable,1,,,,,,1720,2620,,,,color,White,,1,,https://grabaggs.com/product/sweet-pastel-charms-backpack/,
Tentacle Traveler Backpack - Blue,,Blue,taxable,1,,,,,,1770,2670,,,,color,Blue,,1,,https://grabaggs.com/product/tentacle-traveler-backpack/,
Tentacle Traveler Backpack - White,,White,taxable,1,,,,,,1770,2670,,,,color,White,,1,,https://grabaggs.com/product/tentacle-traveler-backpack/,
Tentacle Traveler Backpack - Grey,,Grey,taxable,1,,,,,,1770,2670,,,,color,Grey,,1,,https://grabaggs.com/product/tentacle-traveler-backpack/,
Rainbow Unicorn Magic Backpack - Pink,,Pink,taxable,1,,,,,,1899,2899,,,,color,Pink,,1,,https://grabaggs.com/product/rainbow-unicorn-magic-backpack/,
Rainbow Unicorn Magic Backpack - Peach,,Peach,taxable,1,,,,,,1899,2899,,,,color,Peach,,1,,https://grabaggs.com/product/rainbow-unicorn-magic-backpack/,
Rainbow Unicorn Magic Backpack - Purple,,Purple,taxable,1,,,,,,1899,2899,,,,color,Purple,,1,,https://grabaggs.com/product/rainbow-unicorn-magic-backpack/,
GeoStride Backpack - Black,,Black,taxable,1,,,,,,1790,2690,,,,color,Black,,1,,https://grabaggs.com/product/geostride-backpack/,
GeoStride Backpack - White,,White,taxable,1,,,,,,1790,2690,,,,color,White,,1,,https://grabaggs.com/product/geostride-backpack/,
GeoStride Backpack - Grey,,Grey,taxable,1,,,,,,1790,2690,,,,color,Grey,,1,,https://grabaggs.com/product/geostride-backpack/,
Winged Unicorn Backpack,"It's always 'Winged Unicorn Backpack' with this enchanting backpack! Featuring a beautiful winged unicorn surrounded by flowers and sparkles, this bag brings a touch of magic to everyday. With ample storage space and comfortable straps, it's perfect for school, playdates, or any adventure where dreams take flight","1)Charming Unicorn Design: Features a delightful winged unicorn graphic with floral and sparkle accents.
\n2)Inspirational Message: Includes the uplifting text ""Time to be a Unicorn.""
\n3)Ample Storage: Offers a spacious main compartment and additional pockets for organization.
\n4)Comfortable to Carry: Designed with padded shoulder straps and a back panel for comfortable wear.
\n5)Durable Material: Made from sturdy materials to withstand daily use.
\n6)Side Mesh Pockets: Perfect for holding water bottles or small items.
\n7)Vibrant Colors: Features a lovely combination of purple and pink hues.",taxable,1,100,850,15,27,36,1199,2690,School Bags,"Purple School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Purple,1,1,Purple,https://grabaggs.com/product/winged-unicorn-backpack/,33%
Dreamer Unicorn Backpack,"Let imaginations take flight with our Dreamer Unicorn Backpack! This enchanting light blue and pink backpack features a serene unicorn wearing a crown, surrounded by rainbows, stars, and the inspiring message ""I am a Dreamer"" and ""I Believe in Unicorns."" With ample storage and comfortable padded straps, it's perfect for school, adventures, and carrying dreams wherever you go","1)Inspiring ""Dreamer"" Theme: Features the uplifting message ""I am a Dreamer"" alongside a magical unicorn.
\n2)""I Believe in Unicorns"" Detail: Reinforces the whimsical and imaginative theme.
\n3)Charming Unicorn Design: Showcases a peaceful unicorn with a crown and rainbow mane.
\n4)Pastel Sky Background: Light blue with clouds, rainbows, and stars creates a dreamy feel.
\n5)Spacious Main Compartment: Offers plenty of room for books, notebooks, and treasures.
\n6)Convenient Side Mesh Pockets: Ideal for water bottles or quick-access items.
\n7)Comfortable to Carry: Designed with padded shoulder straps and a back panel",taxable,1,100,850,18,29,42,1199,2690,School Bags,"Pink School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/dreamer-unicorn-backpack/,33%
